jour;n_dose1_h;n_complet_h;n_rappel_h;Progression journaliere;Cumul_dose1
2020-12-27;1;0;0;;1
2020-12-27;324;31;0;323.0;325
2020-12-27;24;1;0;-300.0;349
2020-12-27;1;0;0;-23.0;350
2020-12-27;32;3;0;31.0;382
2020-12-27;13;2;0;-19.0;395
2020-12-27;35;2;0;22.0;430
2020-12-27;0;0;0;-35.0;430
2020-12-27;46;10;0;46.0;476
2020-12-27;44;2;0;-2.0;520
2020-12-27;63;5;0;19.0;583
2020-12-27;38;4;0;-25.0;621
2020-12-27;3;0;0;-35.0;624
2020-12-27;0;0;0;-3.0;624
2020-12-27;24;2;0;24.0;648
2020-12-28;354;20;0;330.0;1002
2020-12-28;33;0;0;-321.0;1035
2020-12-28;51;4;0;18.0;1086
2020-12-28;55;1;0;4.0;1141
2020-12-28;2;0;0;-53.0;1143
2020-12-28;25;0;0;23.0;1168
2020-12-28;15;0;0;-10.0;1183
2020-12-28;0;0;0;-15.0;1183
2020-12-28;38;6;0;38.0;1221
2020-12-28;9;0;0;-29.0;1230
2020-12-28;39;4;0;30.0;1269
2020-12-28;39;2;0;0.0;1308
2020-12-28;1;0;0;-38.0;1309
2020-12-28;46;3;0;45.0;1355
2020-12-28;1;0;0;-45.0;1356
2020-12-29;15;1;0;14.0;1371
2020-12-29;17;1;0;2.0;1388
2020-12-29;28;0;0;11.0;1416
2020-12-29;0;0;0;-28.0;1416
2020-12-29;2;0;0;2.0;1418
2020-12-29;23;2;0;21.0;1441
2020-12-29;1;0;0;-22.0;1442
2020-12-29;32;1;0;31.0;1474
2020-12-29;0;0;0;-32.0;1474
2020-12-29;10;0;0;10.0;1484
2020-12-29;19;2;0;9.0;1503
2020-12-29;180;10;0;161.0;1683
2020-12-29;14;2;0;-166.0;1697
2020-12-29;1;0;0;-13.0;1698
2020-12-29;18;1;0;17.0;1716
2020-12-30;207;10;0;189.0;1923
2020-12-30;15;1;0;-192.0;1938
2020-12-30;7;1;0;-8.0;1945
2020-12-30;6;1;0;-1.0;1951
2020-12-30;31;3;0;25.0;1982
2020-12-30;32;0;0;1.0;2014
2020-12-30;27;0;0;-5.0;2041
2020-12-30;0;0;0;-27.0;2041
2020-12-30;28;1;0;28.0;2069
2020-12-30;13;2;0;-15.0;2082
2020-12-30;0;0;0;-13.0;2082
2020-12-30;0;0;0;0.0;2082
2020-12-30;0;0;0;0.0;2082
2020-12-30;27;1;0;27.0;2109
2020-12-30;21;0;0;-6.0;2130
2020-12-31;24;0;0;3.0;2154
2020-12-31;13;0;0;-11.0;2167
2020-12-31;26;3;0;13.0;2193
2020-12-31;208;10;0;182.0;2401
2020-12-31;10;0;0;-198.0;2411
2020-12-31;20;0;0;10.0;2431
2020-12-31;5;0;0;-15.0;2436
2020-12-31;10;1;0;5.0;2446
2020-12-31;16;0;0;6.0;2462
2020-12-31;0;0;0;-16.0;2462
2020-12-31;0;0;0;0.0;2462
2020-12-31;23;2;0;23.0;2485
2020-12-31;37;2;0;14.0;2522
2020-12-31;23;2;0;-14.0;2545
2020-12-31;1;0;0;-22.0;2546
2021-01-01;33;3;0;32.0;2579
2021-01-01;89;3;0;56.0;2668
2021-01-01;95;6;0;6.0;2763
2021-01-01;19;0;0;-76.0;2782
2021-01-01;20;0;0;1.0;2802
2021-01-01;43;5;0;23.0;2845
2021-01-01;0;0;0;-43.0;2845
2021-01-01;78;3;0;78.0;2923
2021-01-01;145;13;0;67.0;3068
2021-01-01;2;0;0;-143.0;3070
2021-01-01;1;0;0;-1.0;3071
2021-01-01;674;40;0;673.0;3745
2021-01-01;23;2;0;-651.0;3768
2021-01-01;36;3;0;13.0;3804
2021-01-01;90;2;0;54.0;3894
2021-01-02;9;1;0;-81.0;3903
2021-01-02;0;0;0;-9.0;3903
2021-01-02;0;0;0;0.0;3903
2021-01-02;0;0;0;0.0;3903
2021-01-02;14;0;0;14.0;3917
2021-01-02;42;1;0;28.0;3959
2021-01-02;1;0;0;-41.0;3960
2021-01-02;9;1;0;8.0;3969
2021-01-02;12;2;0;3.0;3981
2021-01-02;186;15;0;174.0;4167
2021-01-02;15;2;0;-171.0;4182
2021-01-02;24;1;0;9.0;4206
2021-01-02;28;3;0;4.0;4234
2021-01-02;11;2;0;-17.0;4245
2021-01-02;21;2;0;10.0;4266
2021-01-03;44;2;0;23.0;4310
2021-01-03;31;0;0;-13.0;4341
2021-01-03;3;0;0;-28.0;4344
2021-01-03;3;0;0;0.0;4347
2021-01-03;28;2;0;25.0;4375
2021-01-03;24;3;0;-4.0;4399
2021-01-03;20;1;0;-4.0;4419
2021-01-03;0;0;0;-20.0;4419
2021-01-03;11;0;0;11.0;4430
2021-01-03;9;0;0;-2.0;4439
2021-01-03;0;0;0;-9.0;4439
2021-01-03;16;1;0;16.0;4455
2021-01-03;213;10;0;197.0;4668
2021-01-03;0;0;0;-213.0;4668
2021-01-03;24;1;0;24.0;4692
2021-01-04;3;0;0;-21.0;4695
2021-01-04;44;2;0;41.0;4739
2021-01-04;0;0;0;-44.0;4739
2021-01-04;1015;25;0;1015.0;5754
2021-01-04;47;1;0;-968.0;5801
2021-01-04;103;1;0;56.0;5904
2021-01-04;1;0;0;-102.0;5905
2021-01-04;93;3;0;92.0;5998
2021-01-04;87;5;0;-6.0;6085
2021-01-04;7;0;0;-80.0;6092
2021-01-04;264;5;0;257.0;6356
2021-01-04;49;1;0;-215.0;6405
2021-01-04;139;4;0;90.0;6544
2021-01-04;85;1;0;-54.0;6629
2021-01-04;93;2;0;8.0;6722
2021-01-05;74;2;0;-19.0;6796
2021-01-05;207;7;0;133.0;7003
2021-01-05;275;5;0;68.0;7278
2021-01-05;396;10;0;121.0;7674
2021-01-05;938;9;0;542.0;8612
2021-01-05;135;4;0;-803.0;8747
2021-01-05;503;5;0;368.0;9250
2021-01-05;216;2;0;-287.0;9466
2021-01-05;6;0;0;-210.0;9472
2021-01-05;5;0;0;-1.0;9477
2021-01-05;3649;63;0;3644.0;13126
2021-01-05;218;4;0;-3431.0;13344
2021-01-05;315;4;0;97.0;13659
2021-01-05;13;0;0;-302.0;13672
2021-01-05;348;11;0;335.0;14020
2021-01-06;401;9;0;53.0;14421
2021-01-06;3;0;0;-398.0;14424
2021-01-06;1873;9;0;1870.0;16297
2021-01-06;105;4;0;-1768.0;16402
2021-01-06;21;0;0;-84.0;16423
2021-01-06;5396;52;0;5375.0;21819
2021-01-06;2;0;0;-5394.0;21821
2021-01-06;468;5;0;466.0;22289
2021-01-06;313;4;0;-155.0;22602
2021-01-06;566;2;0;253.0;23168
2021-01-06;129;1;0;-437.0;23297
2021-01-06;404;10;0;275.0;23701
2021-01-06;195;3;0;-209.0;23896
2021-01-06;916;5;0;721.0;24812
2021-01-06;0;0;0;-916.0;24812
2021-01-07;169;2;0;169.0;24981
2021-01-07;992;4;0;823.0;25973
2021-01-07;1944;12;0;952.0;27917
2021-01-07;489;3;0;-1455.0;28406
2021-01-07;479;7;0;-10.0;28885
2021-01-07;1;1;0;-478.0;28886
2021-01-07;3745;10;0;3744.0;32631
2021-01-07;97;3;0;-3648.0;32728
2021-01-07;1254;7;0;1157.0;33982
2021-01-07;1;0;0;-1253.0;33983
2021-01-07;1593;5;0;1592.0;35576
2021-01-07;9;1;0;-1584.0;35585
2021-01-07;11565;66;0;11556.0;47150
2021-01-07;1;0;0;-11564.0;47151
2021-01-07;791;11;0;790.0;47942
2021-01-08;1;0;0;-790.0;47943
2021-01-08;2;0;0;1.0;47945
2021-01-08;0;0;0;-2.0;47945
2021-01-08;1622;6;0;1622.0;49567
2021-01-08;13;0;0;-1609.0;49580
2021-01-08;1558;6;0;1545.0;51138
2021-01-08;1131;6;0;-427.0;52269
2021-01-08;1183;3;0;52.0;53452
2021-01-08;600;5;0;-583.0;54052
2021-01-08;724;5;0;124.0;54776
2021-01-08;116;0;0;-608.0;54892
2021-01-08;2436;15;0;2320.0;57328
2021-01-08;5017;23;0;2581.0;62345
2021-01-08;238;6;0;-4779.0;62583
2021-01-08;14641;75;0;14403.0;77224
2021-01-09;521;5;0;-14120.0;77745
2021-01-09;20;1;0;-501.0;77765
2021-01-09;3;0;0;-17.0;77768
2021-01-09;0;0;0;-3.0;77768
2021-01-09;1735;5;0;1735.0;79503
2021-01-09;0;0;0;-1735.0;79503
2021-01-09;5281;30;0;5281.0;84784
2021-01-09;44;1;0;-5237.0;84828
2021-01-09;0;0;0;-44.0;84828
2021-01-09;1037;2;0;1037.0;85865
2021-01-09;204;2;0;-833.0;86069
2021-01-09;349;5;0;145.0;86418
2021-01-09;229;2;0;-120.0;86647
2021-01-09;732;4;0;503.0;87379
2021-01-09;407;3;0;-325.0;87786
2021-01-10;1;0;0;-406.0;87787
2021-01-10;139;1;0;138.0;87926
2021-01-10;828;3;0;689.0;88754
2021-01-10;530;1;0;-298.0;89284
2021-01-10;39;0;0;-491.0;89323
2021-01-10;129;1;0;90.0;89452
2021-01-10;336;2;0;207.0;89788
2021-01-10;11;0;0;-325.0;89799
2021-01-10;130;0;0;119.0;89929
2021-01-10;49;0;0;-81.0;89978
2021-01-10;0;0;0;-49.0;89978
2021-01-10;0;0;0;0.0;89978
2021-01-10;220;1;0;220.0;90198
2021-01-10;400;1;0;180.0;90598
2021-01-10;2812;10;0;2412.0;93410
2021-01-11;2;0;0;-2810.0;93412
2021-01-11;683;10;0;681.0;94095
2021-01-11;15112;95;0;14429.0;109207
2021-01-11;119;2;0;-14993.0;109326
2021-01-11;7;0;0;-112.0;109333
2021-01-11;1348;10;0;1341.0;110681
2021-01-11;2;0;0;-1346.0;110683
2021-01-11;5095;26;0;5093.0;115778
2021-01-11;1409;10;0;-3686.0;117187
2021-01-11;1;0;0;-1408.0;117188
2021-01-11;1671;8;0;1670.0;118859
2021-01-11;1316;12;0;-355.0;120175
2021-01-11;2407;8;0;1091.0;122582
2021-01-11;788;7;0;-1619.0;123370
2021-01-11;264;2;0;-524.0;123634
2021-01-12;1133;3;0;869.0;124767
2021-01-12;3383;15;0;2250.0;128150
2021-01-12;378;10;0;-3005.0;128528
2021-01-12;1191;13;0;813.0;129719
2021-01-12;8;1;0;-1183.0;129727
2021-01-12;22324;109;0;22316.0;152051
2021-01-12;157;6;0;-22167.0;152208
2021-01-12;2;0;0;-155.0;152210
2021-01-12;1912;8;0;1910.0;154122
2021-01-12;0;0;0;-1912.0;154122
2021-01-12;0;0;0;0.0;154122
2021-01-12;1840;9;0;1840.0;155962
2021-01-12;6802;25;0;4962.0;162764
2021-01-12;2310;5;0;-4492.0;165074
2021-01-12;3208;14;0;898.0;168282
2021-01-13;7242;41;0;4034.0;175524
2021-01-13;2212;14;0;-5030.0;177736
2021-01-13;192;2;0;-2020.0;177928
2021-01-13;1906;16;0;1714.0;179834
2021-01-13;3;0;0;-1903.0;179837
2021-01-13;1364;13;0;1361.0;181201
2021-01-13;3277;18;0;1913.0;184478
2021-01-13;2146;17;0;-1131.0;186624
2021-01-13;504;9;0;-1642.0;187128
2021-01-13;3270;17;0;2766.0;190398
2021-01-13;1;0;0;-3269.0;190399
2021-01-13;3;0;0;2.0;190402
2021-01-13;23605;155;0;23602.0;214007
2021-01-13;1470;7;0;-22135.0;215477
2021-01-13;15;1;0;-1455.0;215492
2021-01-14;1668;40;0;1653.0;217160
2021-01-14;642;19;0;-1026.0;217802
2021-01-14;0;0;0;-642.0;217802
2021-01-14;0;0;0;0.0;217802
2021-01-14;2645;47;0;2645.0;220447
2021-01-14;29318;443;0;26673.0;249765
2021-01-14;3803;53;0;-25515.0;253568
2021-01-14;2607;38;0;-1196.0;256175
2021-01-14;2381;39;0;-226.0;258556
2021-01-14;234;8;0;-2147.0;258790
2021-01-14;13;0;0;-221.0;258803
2021-01-14;2441;42;0;2428.0;261244
2021-01-14;5;1;0;-2436.0;261249
2021-01-14;5034;57;0;5029.0;266283
2021-01-14;7842;99;0;2808.0;274125
2021-01-15;2852;30;0;-4990.0;276977
2021-01-15;4133;25;0;1281.0;281110
2021-01-15;2810;16;0;-1323.0;283920
2021-01-15;24830;182;0;22020.0;308750
2021-01-15;195;4;0;-24635.0;308945
2021-01-15;0;0;0;-195.0;308945
2021-01-15;1;0;0;1.0;308946
2021-01-15;1474;13;0;1473.0;310420
2021-01-15;5;0;0;-1469.0;310425
2021-01-15;458;6;0;453.0;310883
2021-01-15;11;1;0;-447.0;310894
2021-01-15;2043;16;0;2032.0;312937
2021-01-15;2106;12;0;63.0;315043
2021-01-15;2345;21;0;239.0;317388
2021-01-15;6397;38;0;4052.0;323785
2021-01-16;94;1;0;-6303.0;323879
2021-01-16;8740;84;0;8646.0;332619
2021-01-16;3;0;0;-8737.0;332622
2021-01-16;716;9;0;713.0;333338
2021-01-16;559;7;0;-157.0;333897
2021-01-16;983;9;0;424.0;334880
2021-01-16;283;3;0;-700.0;335163
2021-01-16;1808;12;0;1525.0;336971
2021-01-16;709;6;0;-1099.0;337680
2021-01-16;47;3;0;-662.0;337727
2021-01-16;0;0;0;-47.0;337727
2021-01-16;1504;14;0;1504.0;339231
2021-01-16;2;0;0;-1502.0;339233
2021-01-16;1;0;0;-1.0;339234
2021-01-16;2031;20;0;2030.0;341265
2021-01-17;686;6;0;-1345.0;341951
2021-01-17;421;7;0;-265.0;342372
2021-01-17;166;4;0;-255.0;342538
2021-01-17;0;0;0;-166.0;342538
2021-01-17;4030;60;0;4030.0;346568
2021-01-17;372;9;0;-3658.0;346940
2021-01-17;0;0;0;-372.0;346940
2021-01-17;599;9;0;599.0;347539
2021-01-17;1128;9;0;529.0;348667
2021-01-17;338;10;0;-790.0;349005
2021-01-17;1;0;0;-337.0;349006
2021-01-17;2;0;0;1.0;349008
2021-01-17;41;0;0;39.0;349049
2021-01-17;225;4;0;184.0;349274
2021-01-17;51;2;0;-174.0;349325
2021-01-18;1795;14;0;1744.0;351120
2021-01-18;0;0;0;-1795.0;351120
2021-01-18;2476;16;0;2476.0;353596
2021-01-18;3972;45;0;1496.0;357568
2021-01-18;1734;14;0;-2238.0;359302
2021-01-18;0;0;0;-1734.0;359302
2021-01-18;182;4;0;182.0;359484
2021-01-18;8;1;0;-174.0;359492
2021-01-18;34937;229;0;34929.0;394429
2021-01-18;1026;20;0;-33911.0;395455
2021-01-18;11561;42;0;10535.0;407016
2021-01-18;368;17;0;-11193.0;407384
2021-01-18;10248;36;0;9880.0;417632
2021-01-18;1564;20;0;-8684.0;419196
2021-01-18;3;0;0;-1561.0;419199
2021-01-19;3568;35;0;3565.0;422767
2021-01-19;2707;21;0;-861.0;425474
2021-01-19;13315;39;0;10608.0;438789
2021-01-19;1964;21;0;-11351.0;440753
2021-01-19;18637;88;0;16673.0;459390
2021-01-19;1;0;0;-18636.0;459391
2021-01-19;50003;326;0;50002.0;509394
2021-01-19;2595;22;0;-47408.0;511989
2021-01-19;0;0;0;-2595.0;511989
2021-01-19;435;11;0;435.0;512424
2021-01-19;1;0;0;-434.0;512425
2021-01-19;1195;18;0;1194.0;513620
2021-01-19;13;1;0;-1182.0;513633
2021-01-19;223;6;0;210.0;513856
2021-01-19;5349;64;0;5126.0;519205
2021-01-20;1402;18;0;-3947.0;520607
2021-01-20;2049;19;0;647.0;522656
2021-01-20;0;0;0;-2049.0;522656
2021-01-20;20705;95;0;20705.0;543361
2021-01-20;2625;28;0;-18080.0;545986
2021-01-20;200;2;0;-2425.0;546186
2021-01-20;2682;29;0;2482.0;548868
2021-01-20;53298;294;0;50616.0;602166
2021-01-20;8;1;0;-53290.0;602174
2021-01-20;3739;14;0;3731.0;605913
2021-01-20;14207;36;0;10468.0;620120
2021-01-20;5265;44;0;-8942.0;625385
2021-01-20;413;8;0;-4852.0;625798
2021-01-20;3;0;0;-410.0;625801
2021-01-20;0;0;0;-3.0;625801
2021-01-21;1;0;0;1.0;625802
2021-01-21;293;6;0;292.0;626095
2021-01-21;59367;356;0;59074.0;685462
2021-01-21;16;0;0;-59351.0;685478
2021-01-21;2;1;0;-14.0;685480
2021-01-21;537;9;0;535.0;686017
2021-01-21;1627;16;0;1090.0;687644
2021-01-21;3115;38;0;1488.0;690759
2021-01-21;2534;36;0;-581.0;693293
2021-01-21;2;0;0;-2532.0;693295
2021-01-21;15126;41;0;15124.0;708421
2021-01-21;23108;84;0;7982.0;731529
2021-01-21;4360;35;0;-18748.0;735889
2021-01-21;2989;27;0;-1371.0;738878
2021-01-21;5657;63;0;2668.0;744535
2021-01-22;238;6;0;-5419.0;744773
2021-01-22;0;0;0;-238.0;744773
2021-01-22;14007;45;0;14007.0;758780
2021-01-22;49325;310;0;35318.0;808105
2021-01-22;8;0;0;-49317.0;808113
2021-01-22;1;0;0;-7.0;808114
2021-01-22;2;0;0;1.0;808116
2021-01-22;456;10;0;454.0;808572
2021-01-22;18750;62;0;18294.0;827322
2021-01-22;1337;29;0;-17413.0;828659
2021-01-22;2434;27;0;1097.0;831093
2021-01-22;4439;56;0;2005.0;835532
2021-01-22;3391;29;0;-1048.0;838923
2021-01-22;1938;14;0;-1453.0;840861
2021-01-22;2324;32;0;386.0;843185
2021-01-23;440;6;0;-1884.0;843625
2021-01-23;761;10;0;321.0;844386
2021-01-23;1;0;0;-760.0;844387
2021-01-23;0;0;0;-1.0;844387
2021-01-23;6760;21;0;6760.0;851147
2021-01-23;6;0;0;-6754.0;851153
2021-01-23;254;3;0;248.0;851407
2021-01-23;1201;17;0;947.0;852608
2021-01-23;5719;17;0;4518.0;858327
2021-01-23;1;0;0;-5718.0;858328
2021-01-23;1155;8;0;1154.0;859483
2021-01-23;710;12;0;-445.0;860193
2021-01-23;60;2;0;-650.0;860253
2021-01-23;17153;98;0;17093.0;877406
2021-01-23;82;2;0;-17071.0;877488
2021-01-24;285;16;0;203.0;877773
2021-01-24;6;0;0;-279.0;877779
2021-01-24;0;0;0;-6.0;877779
2021-01-24;338;21;0;338.0;878117
2021-01-24;1;0;0;-337.0;878118
2021-01-24;0;0;0;-1.0;878118
2021-01-24;259;11;0;259.0;878377
2021-01-24;122;3;0;-137.0;878499
2021-01-24;1522;7;0;1400.0;880021
2021-01-24;1044;9;0;-478.0;881065
2021-01-24;3919;98;0;2875.0;884984
2021-01-24;211;17;0;-3708.0;885195
2021-01-24;29;2;0;-182.0;885224
2021-01-24;23;2;0;-6.0;885247
2021-01-24;79;10;0;56.0;885326
2021-01-25;2106;273;0;2027.0;887432
2021-01-25;3;0;0;-2103.0;887435
2021-01-25;213;11;0;210.0;887648
2021-01-25;573;27;0;360.0;888221
2021-01-25;0;0;0;-573.0;888221
2021-01-25;878;52;0;878.0;889099
2021-01-25;33948;770;0;33070.0;923047
2021-01-25;3;0;0;-33945.0;923050
2021-01-25;13469;70;0;13466.0;936519
2021-01-25;16;0;0;-13453.0;936535
2021-01-25;1253;145;0;1237.0;937788
2021-01-25;11291;55;0;10038.0;949079
2021-01-25;1562;81;0;-9729.0;950641
2021-01-25;163;3;0;-1399.0;950804
2021-01-25;2418;53;0;2255.0;953222
2021-01-26;14;0;0;-2404.0;953236
2021-01-26;230;14;0;216.0;953466
2021-01-26;1909;173;0;1679.0;955375
2021-01-26;2655;585;0;746.0;958030
2021-01-26;41328;1703;0;38673.0;999358
2021-01-26;17170;219;0;-24158.0;1016528
2021-01-26;0;0;0;-17170.0;1016528
2021-01-26;4;0;0;4.0;1016532
2021-01-26;2933;138;0;2929.0;1019465
2021-01-26;725;42;0;-2208.0;1020190
2021-01-26;0;0;0;-725.0;1020190
2021-01-26;134;7;0;134.0;1020324
2021-01-26;1505;333;0;1371.0;1021829
2021-01-26;12842;101;0;11337.0;1034671
2021-01-26;1207;91;0;-11635.0;1035878
2021-01-27;251;35;0;-956.0;1036129
2021-01-27;42382;2897;0;42131.0;1078511
2021-01-27;2829;996;0;-39553.0;1081340
2021-01-27;3074;218;0;245.0;1084414
2021-01-27;152;7;0;-2922.0;1084566
2021-01-27;1628;499;0;1476.0;1086194
2021-01-27;1253;151;0;-375.0;1087447
2021-01-27;2048;350;0;795.0;1089495
2021-01-27;18125;378;0;16077.0;1107620
2021-01-27;771;107;0;-17354.0;1108391
2021-01-27;0;0;0;-771.0;1108391
2021-01-27;5;1;0;5.0;1108396
2021-01-27;1;0;0;-4.0;1108397
2021-01-27;16;0;0;15.0;1108413
2021-01-27;12229;155;0;12213.0;1120642
2021-01-28;20187;1188;0;7958.0;1140829
2021-01-28;1683;392;0;-18504.0;1142512
2021-01-28;3;0;0;-1680.0;1142515
2021-01-28;0;0;0;-3.0;1142515
2021-01-28;1;0;0;1.0;1142516
2021-01-28;3212;1907;0;3211.0;1145728
2021-01-28;46746;6475;0;43534.0;1192474
2021-01-28;12115;361;0;-34631.0;1204589
2021-01-28;2327;682;0;-9788.0;1206916
2021-01-28;1110;199;0;-1217.0;1208026
2021-01-28;1999;1057;0;889.0;1210025
2021-01-28;352;60;0;-1647.0;1210377
2021-01-28;3568;609;0;3216.0;1213945
2021-01-28;12;1;0;-3556.0;1213957
2021-01-28;177;19;0;165.0;1214134
2021-01-29;2937;690;0;2760.0;1217071
2021-01-29;10965;356;0;8028.0;1228036
2021-01-29;4;0;0;-10961.0;1228040
2021-01-29;1;0;0;-3.0;1228041
2021-01-29;855;293;0;854.0;1228896
2021-01-29;1547;1324;0;692.0;1230443
2021-01-29;15;3;0;-1532.0;1230458
2021-01-29;14927;1037;0;14912.0;1245385
2021-01-29;0;0;0;-14927.0;1245385
2021-01-29;37608;7795;0;37608.0;1282993
2021-01-29;272;68;0;-37336.0;1283265
2021-01-29;160;35;0;-112.0;1283425
2021-01-29;1416;585;0;1256.0;1284841
2021-01-29;2579;2533;0;1163.0;1287420
2021-01-29;1930;871;0;-649.0;1289350
2021-01-30;49;6;0;-1881.0;1289399
2021-01-30;12929;2095;0;12880.0;1302328
2021-01-30;0;0;0;-12929.0;1302328
2021-01-30;307;145;0;307.0;1302635
2021-01-30;180;86;0;-127.0;1302815
2021-01-30;4169;107;0;3989.0;1306984
2021-01-30;555;284;0;-3614.0;1307539
2021-01-30;758;652;0;203.0;1308297
2021-01-30;0;0;0;-758.0;1308297
2021-01-30;5550;192;0;5550.0;1313847
2021-01-30;6;2;0;-5544.0;1313853
2021-01-30;1;1;0;-5.0;1313854
2021-01-30;878;194;0;877.0;1314732
2021-01-30;61;16;0;-817.0;1314793
2021-01-30;415;410;0;354.0;1315208
2021-01-31;99;120;0;-316.0;1315307
2021-01-31;0;0;0;-99.0;1315307
2021-01-31;0;0;0;0.0;1315307
2021-01-31;83;172;0;83.0;1315390
2021-01-31;2;0;0;-81.0;1315392
2021-01-31;0;0;0;-2.0;1315392
2021-01-31;58;24;0;58.0;1315450
2021-01-31;145;226;0;87.0;1315595
2021-01-31;560;43;0;415.0;1316155
2021-01-31;27;17;0;-533.0;1316182
2021-01-31;168;108;0;141.0;1316350
2021-01-31;63;47;0;-105.0;1316413
2021-01-31;25;7;0;-38.0;1316438
2021-01-31;871;74;0;846.0;1317309
2021-01-31;2101;838;0;1230.0;1319410
2021-02-01;375;379;0;-1726.0;1319785
2021-02-01;541;723;0;166.0;1320326
2021-02-01;762;1505;0;221.0;1321088
2021-02-01;9565;872;0;8803.0;1330653
2021-02-01;0;0;0;-9565.0;1330653
2021-02-01;7965;478;0;7965.0;1338618
2021-02-01;999;1110;0;-6966.0;1339617
2021-02-01;1105;3025;0;106.0;1340722
2021-02-01;0;0;0;-1105.0;1340722
2021-02-01;170;52;0;170.0;1340892
2021-02-01;25;2;0;-145.0;1340917
2021-02-01;0;0;0;-25.0;1340917
2021-02-01;1761;810;0;1761.0;1342678
2021-02-01;178;108;0;-1583.0;1342856
2021-02-01;23447;9064;0;23269.0;1366303
2021-02-02;1535;4149;0;-21912.0;1367838
2021-02-02;1383;1474;0;-152.0;1369221
2021-02-02;126;59;0;-1257.0;1369347
2021-02-02;754;1045;0;628.0;1370101
2021-02-02;2306;1266;0;1552.0;1372407
2021-02-02;166;150;0;-2140.0;1372573
2021-02-02;9427;791;0;9261.0;1382000
2021-02-02;30338;13883;0;20911.0;1412338
2021-02-02;1024;2092;0;-29314.0;1413362
2021-02-02;500;566;0;-524.0;1413862
2021-02-02;2;0;0;-498.0;1413864
2021-02-02;18;1;0;16.0;1413882
2021-02-02;0;0;0;-18.0;1413882
2021-02-02;1;0;0;1.0;1413883
2021-02-02;13096;2290;0;13095.0;1426979
2021-02-03;0;0;0;-13096.0;1426979
2021-02-03;1099;2098;0;1099.0;1428078
2021-02-03;103;65;0;-996.0;1428181
2021-02-03;2;0;0;-101.0;1428183
2021-02-03;12707;2293;0;12705.0;1440890
2021-02-03;8913;980;0;-3794.0;1449803
2021-02-03;1397;1548;0;-7516.0;1451200
2021-02-03;749;1199;0;-648.0;1451949
2021-02-03;2353;1255;0;1604.0;1454302
2021-02-03;155;186;0;-2198.0;1454457
2021-02-03;12;2;0;-143.0;1454469
2021-02-03;492;645;0;480.0;1454961
2021-02-03;1;0;0;-491.0;1454962
2021-02-03;1576;4611;0;1575.0;1456538
2021-02-03;29559;14882;0;27983.0;1486097
2021-02-04;32414;19408;0;2855.0;1518511
2021-02-04;2649;1713;0;-29765.0;1521160
2021-02-04;2;1;0;-2647.0;1521162
2021-02-04;240;247;0;238.0;1521402
2021-02-04;1660;1984;0;1420.0;1523062
2021-02-04;14;3;0;-1646.0;1523076
2021-02-04;1862;5219;0;1848.0;1524938
2021-02-04;2;0;0;-1860.0;1524940
2021-02-04;1;0;0;-1.0;1524941
2021-02-04;632;821;0;631.0;1525573
2021-02-04;1253;2736;0;621.0;1526826
2021-02-04;13691;3683;0;12438.0;1540517
2021-02-04;9177;1408;0;-4514.0;1549694
2021-02-04;154;102;0;-9023.0;1549848
2021-02-04;1077;1491;0;923.0;1550925
2021-02-05;1382;1659;0;305.0;1552307
2021-02-05;8719;1507;0;7337.0;1561026
2021-02-05;194;276;0;-8525.0;1561220
2021-02-05;11915;2928;0;11721.0;1573135
2021-02-05;2380;1446;0;-9535.0;1575515
2021-02-05;28768;17443;0;26388.0;1604283
2021-02-05;7;1;0;-28761.0;1604290
2021-02-05;121;108;0;114.0;1604411
2021-02-05;523;891;0;402.0;1604934
2021-02-05;1027;2323;0;504.0;1605961
2021-02-05;1;0;0;-1026.0;1605962
2021-02-05;1635;4711;0;1634.0;1607597
2021-02-05;0;0;0;-1635.0;1607597
2021-02-05;862;1593;0;862.0;1608459
2021-02-05;2;0;0;-860.0;1608461
2021-02-06;457;566;0;455.0;1608918
2021-02-06;4201;806;0;3744.0;1613119
2021-02-06;0;0;0;-4201.0;1613119
2021-02-06;7;1;0;7.0;1613126
2021-02-06;3168;587;0;3161.0;1616294
2021-02-06;68;36;0;-3100.0;1616362
2021-02-06;380;725;0;312.0;1616742
2021-02-06;2;0;0;-378.0;1616744
2021-02-06;265;298;0;263.0;1617009
2021-02-06;824;526;0;559.0;1617833
2021-02-06;10179;4872;0;9355.0;1628012
2021-02-06;54;22;0;-10125.0;1628066
2021-02-06;1;0;0;-53.0;1628067
2021-02-06;537;1151;0;536.0;1628604
2021-02-06;215;154;0;-322.0;1628819
2021-02-07;0;0;0;-215.0;1628819
2021-02-07;90;287;0;90.0;1628909
2021-02-07;569;546;0;479.0;1629478
2021-02-07;68;7;0;-501.0;1629546
2021-02-07;147;429;0;79.0;1629693
2021-02-07;0;0;0;-147.0;1629693
2021-02-07;99;308;0;99.0;1629792
2021-02-07;416;240;0;317.0;1630208
2021-02-07;3;0;0;-413.0;1630211
2021-02-07;121;25;0;118.0;1630332
2021-02-07;0;0;0;-121.0;1630332
2021-02-07;175;117;0;175.0;1630507
2021-02-07;137;291;0;-38.0;1630644
2021-02-07;2002;2328;0;1865.0;1632646
2021-02-07;177;78;0;-1825.0;1632823
2021-02-08;970;3807;0;793.0;1633793
2021-02-08;15;3;0;-955.0;1633808
