jour;n_dose1_h;n_complet_h;n_rappel_h;Progression journaliere;Cumul_dose1
2021-03-26;977;212;0;-19274.0;6571814
2021-03-26;39152;2989;0;38175.0;6610966
2021-03-26;21472;2111;0;-17680.0;6632438
2021-03-26;162614;22888;0;141142.0;6795052
2021-03-26;29656;1855;0;-132958.0;6824708
2021-03-26;2;0;0;-29654.0;6824710
2021-03-26;35;5;0;33.0;6824745
2021-03-26;3;1;0;-32.0;6824748
2021-03-26;3442;726;0;3439.0;6828190
2021-03-26;5163;945;0;1721.0;6833353
2021-03-26;1217;319;0;-3946.0;6834570
2021-03-26;3;0;0;-1214.0;6834573
2021-03-27;37;3;0;34.0;6834610
2021-03-27;14498;906;0;14461.0;6849108
2021-03-27;13289;1025;0;-1209.0;6862397
2021-03-27;2142;282;0;-11147.0;6864539
2021-03-27;3755;415;0;1613.0;6868294
2021-03-27;629;86;0;-3126.0;6868923
2021-03-27;10196;3186;0;9567.0;6879119
2021-03-27;7725;2147;0;-2471.0;6886844
2021-03-27;5;0;0;-7720.0;6886849
2021-03-27;23081;1416;0;23076.0;6909930
2021-03-27;10747;708;0;-12334.0;6920677
2021-03-27;1;0;0;-10746.0;6920678
2021-03-27;0;0;0;-1.0;6920678
2021-03-27;780;117;0;780.0;6921458
2021-03-27;86885;10291;0;86105.0;7008343
2021-03-28;9;0;0;-86876.0;7008352
2021-03-28;25396;2868;0;25387.0;7033748
2021-03-28;2392;166;0;-23004.0;7036140
2021-03-28;0;0;0;-2392.0;7036140
2021-03-28;1032;94;0;1032.0;7037172
2021-03-28;1567;155;0;535.0;7038739
2021-03-28;2;0;0;-1565.0;7038741
2021-03-28;2104;563;0;2102.0;7040845
2021-03-28;2690;753;0;586.0;7043535
2021-03-28;387;52;0;-2303.0;7043922
2021-03-28;3660;288;0;3273.0;7047582
2021-03-28;3343;256;0;-317.0;7050925
2021-03-28;7834;495;0;4491.0;7058759
2021-03-28;374;45;0;-7460.0;7059133
2021-03-28;2;1;0;-372.0;7059135
2021-03-29;8705;1143;0;8703.0;7067840
2021-03-29;1012;235;0;-7693.0;7068852
2021-03-29;13386;1956;0;12374.0;7082238
2021-03-29;1;0;0;-13385.0;7082239
2021-03-29;9981;6881;0;9980.0;7092220
2021-03-29;2464;547;0;-7517.0;7094684
2021-03-29;12828;9475;0;10364.0;7107512
2021-03-29;3602;712;0;-9226.0;7111114
2021-03-29;25519;3607;0;21917.0;7136633
2021-03-29;17;3;0;-25502.0;7136650
2021-03-29;88809;26288;0;88792.0;7225459
2021-03-29;896;189;0;-87913.0;7226355
2021-03-29;8;0;0;-888.0;7226363
2021-03-29;0;0;0;-8.0;7226363
2021-03-29;10390;1540;0;10390.0;7236753
2021-03-30;16487;12478;0;6097.0;7253240
2021-03-30;1195;196;0;-15292.0;7254435
2021-03-30;2;0;0;-1193.0;7254437
2021-03-30;35308;4747;0;35306.0;7289745
2021-03-30;1367;336;0;-33941.0;7291112
2021-03-30;28;10;0;-1339.0;7291140
2021-03-30;4911;1067;0;4883.0;7296051
2021-03-30;4;0;0;-4907.0;7296055
2021-03-30;12715;8803;0;12711.0;7308770
2021-03-30;3310;737;0;-9405.0;7312080
2021-03-30;8;0;0;-3302.0;7312088
2021-03-30;13487;1614;0;13479.0;7325575
2021-03-30;20358;2570;0;6871.0;7345933
2021-03-30;124443;34658;0;104085.0;7470376
2021-03-30;15263;2100;0;-109180.0;7485639
2021-03-31;6;0;0;-15257.0;7485645
2021-03-31;1565;329;0;1559.0;7487210
2021-03-31;1;0;0;-1564.0;7487211
2021-03-31;16799;2551;0;16798.0;7504010
2021-03-31;48;8;0;-16751.0;7504058
2021-03-31;1;1;0;-47.0;7504059
2021-03-31;111954;36142;0;111953.0;7616013
2021-03-31;15190;13110;0;-96764.0;7631203
2021-03-31;11839;1675;0;-3351.0;7643042
2021-03-31;14288;2186;0;2449.0;7657330
2021-03-31;5458;1137;0;-8830.0;7662788
2021-03-31;10836;9166;0;5378.0;7673624
2021-03-31;30831;5003;0;19995.0;7704455
2021-03-31;3705;754;0;-27126.0;7708160
2021-03-31;1387;222;0;-2318.0;7709547
2021-04-01;4669;1025;0;3282.0;7714216
2021-04-01;133837;44827;0;129168.0;7848053
2021-04-01;1908;401;0;-131929.0;7849961
2021-04-01;20777;3365;0;18869.0;7870738
2021-04-01;6796;1347;0;-13981.0;7877534
2021-04-01;52;5;0;-6744.0;7877586
2021-04-01;4;0;0;-48.0;7877590
2021-04-01;4;0;0;0.0;7877594
2021-04-01;17133;15886;0;17129.0;7894727
2021-04-01;14954;2182;0;-2179.0;7909681
2021-04-01;12243;11163;0;-2711.0;7921924
2021-04-01;17833;2795;0;5590.0;7939757
2021-04-01;15;0;0;-17818.0;7939772
2021-04-01;1713;289;0;1698.0;7941485
2021-04-01;35736;6369;0;34023.0;7977221
2021-04-02;14446;2035;0;-21290.0;7991667
2021-04-02;47;16;0;-14399.0;7991714
2021-04-02;9;2;0;-38.0;7991723
2021-04-02;1355;279;0;1346.0;7993078
2021-04-02;4191;986;0;2836.0;7997269
2021-04-02;10290;11262;0;6099.0;8007559
2021-04-02;32131;6305;0;21841.0;8039690
2021-04-02;6108;1396;0;-26023.0;8045798
2021-04-02;0;1;0;-6108.0;8045798
2021-04-02;120852;45233;0;120852.0;8166650
2021-04-02;17248;2836;0;-103604.0;8183898
2021-04-02;13884;16488;0;-3364.0;8197782
2021-04-02;19564;3242;0;5680.0;8217346
2021-04-02;1574;385;0;-17990.0;8218920
2021-04-02;5;0;0;-1569.0;8218925
2021-04-03;10307;1764;0;10302.0;8229232
2021-04-03;10;1;0;-10297.0;8229242
2021-04-03;2202;461;0;2192.0;8231444
2021-04-03;5484;10542;0;3282.0;8236928
2021-04-03;7711;1244;0;2227.0;8244639
2021-04-03;689;157;0;-7022.0;8245328
2021-04-03;4390;7732;0;3701.0;8249718
2021-04-03;16809;4182;0;12419.0;8266527
2021-04-03;10250;2116;0;-6559.0;8276777
2021-04-03;3936;853;0;-6314.0;8280713
2021-04-03;38;12;0;-3898.0;8280751
2021-04-03;693;156;0;655.0;8281444
2021-04-03;62522;29220;0;61829.0;8343966
2021-04-03;2;0;0;-62520.0;8343968
2021-04-03;1;0;0;-1.0;8343969
2021-04-04;1229;2274;0;1228.0;8345198
2021-04-04;1140;177;0;-89.0;8346338
2021-04-04;20351;9064;0;19211.0;8366689
2021-04-04;2655;707;0;-17696.0;8369344
2021-04-04;5620;1433;0;2965.0;8374964
2021-04-04;3;0;0;-5617.0;8374967
2021-04-04;1486;2991;0;1483.0;8376453
2021-04-04;1901;435;0;415.0;8378354
2021-04-04;7;0;0;-1894.0;8378361
2021-04-04;1827;269;0;1820.0;8380188
2021-04-04;437;64;0;-1390.0;8380625
2021-04-04;3601;639;0;3164.0;8384226
2021-04-04;2;0;0;-3599.0;8384228
2021-04-04;407;73;0;405.0;8384635
2021-04-04;36;2;0;-371.0;8384671
2021-04-05;2101;1582;0;2065.0;8386772
2021-04-05;8;1;0;-2093.0;8386780
2021-04-05;3428;524;0;3420.0;8390208
2021-04-05;652;61;0;-2776.0;8390860
2021-04-05;1515;156;0;863.0;8392375
2021-04-05;27809;5693;0;26294.0;8420184
2021-04-05;1945;1231;0;-25864.0;8422129
2021-04-05;2;0;0;-1943.0;8422131
2021-04-05;8520;897;0;8518.0;8430651
2021-04-05;2052;240;0;-6468.0;8432703
2021-04-05;856;65;0;-1196.0;8433559
2021-04-05;4167;548;0;3311.0;8437726
2021-04-05;3;2;0;-4164.0;8437729
2021-04-05;2459;386;0;2456.0;8440188
2021-04-05;101;0;0;-2358.0;8440289
2021-04-06;1241;331;0;1140.0;8441530
2021-04-06;6;0;0;-1235.0;8441536
2021-04-06;29091;7847;0;29085.0;8470627
2021-04-06;10404;18982;0;-18687.0;8481031
2021-04-06;12159;2877;0;1755.0;8493190
2021-04-06;3159;885;0;-9000.0;8496349
2021-04-06;93111;52716;0;89952.0;8589460
2021-04-06;13034;3952;0;-80077.0;8602494
2021-04-06;1;0;0;-13033.0;8602495
2021-04-06;4;1;0;3.0;8602499
2021-04-06;4946;1386;0;4942.0;8607445
2021-04-06;9263;2337;0;4317.0;8616708
2021-04-06;8508;13833;0;-755.0;8625216
2021-04-06;53;24;0;-8455.0;8625269
2021-04-06;1242;261;0;1189.0;8626511
2021-04-07;1555;426;0;313.0;8628066
2021-04-07;2;0;0;-1553.0;8628068
2021-04-07;12440;19036;0;12438.0;8640508
2021-04-07;32675;7850;0;20235.0;8673183
2021-04-07;6337;1635;0;-26338.0;8679520
2021-04-07;7;3;0;-6330.0;8679527
2021-04-07;109720;53591;0;109713.0;8789247
2021-04-07;3941;1076;0;-105779.0;8793188
2021-04-07;11258;2462;0;7317.0;8804446
2021-04-07;9340;13378;0;-1918.0;8813786
2021-04-07;1;0;0;-9339.0;8813787
2021-04-07;15491;3282;0;15490.0;8829278
2021-04-07;15095;4061;0;-396.0;8844373
2021-04-07;1513;359;0;-13582.0;8845886
2021-04-07;65;23;0;-1448.0;8845951
2021-04-08;1920;412;0;1855.0;8847871
2021-04-08;8038;1948;0;6118.0;8855909
2021-04-08;4;1;0;-8034.0;8855913
2021-04-08;20662;3892;0;20658.0;8876575
2021-04-08;1958;560;0;-18704.0;8878533
2021-04-08;3;0;0;-1955.0;8878536
2021-04-08;5266;1319;0;5263.0;8883802
2021-04-08;143735;57936;0;138469.0;9027537
2021-04-08;14573;19397;0;-129162.0;9042110
2021-04-08;23118;4631;0;8545.0;9065228
2021-04-08;40027;9378;0;16909.0;9105255
2021-04-08;14;1;0;-40013.0;9105269
2021-04-08;59;17;0;45.0;9105328
2021-04-08;16870;2925;0;16811.0;9122198
2021-04-08;11223;13455;0;-5647.0;9133421
2021-04-09;181748;56458;0;170525.0;9315169
2021-04-09;34160;5018;0;-147588.0;9349329
2021-04-09;12171;12574;0;-21989.0;9361500
2021-04-09;71;18;0;-12100.0;9361571
2021-04-09;5434;1326;0;5363.0;9367005
2021-04-09;5;1;0;-5429.0;9367010
2021-04-09;8548;2030;0;8543.0;9375558
2021-04-09;2;1;0;-8546.0;9375560
2021-04-09;1802;425;0;1800.0;9377362
2021-04-09;15939;18030;0;14137.0;9393301
2021-04-09;45625;8717;0;29686.0;9438926
2021-04-09;1964;470;0;-43661.0;9440890
2021-04-09;29286;4486;0;27322.0;9470176
2021-04-09;26737;3361;0;-2549.0;9496913
2021-04-09;4;1;0;-26733.0;9496917
2021-04-10;22541;6775;0;22537.0;9519458
2021-04-10;33;11;0;-22508.0;9519491
2021-04-10;7369;11397;0;7336.0;9526860
2021-04-10;4;0;0;-7365.0;9526864
2021-04-10;2820;797;0;2816.0;9529684
2021-04-10;1006;266;0;-1814.0;9530690
2021-04-10;5204;1435;0;4198.0;9535894
2021-04-10;14862;2631;0;9658.0;9550756
2021-04-10;6116;8341;0;-8746.0;9556872
2021-04-10;3;0;0;-6113.0;9556875
2021-04-10;2;1;0;-1.0;9556877
2021-04-10;96795;39291;0;96793.0;9653672
2021-04-10;17733;3891;0;-79062.0;9671405
2021-04-10;1005;245;0;-16728.0;9672410
2021-04-10;18097;3501;0;17092.0;9690507
2021-04-11;497;135;0;-17600.0;9691004
2021-04-11;5664;3110;0;5167.0;9696668
2021-04-11;24863;15909;0;19199.0;9721531
2021-04-11;4822;1728;0;-20041.0;9726353
2021-04-11;6;0;0;-4816.0;9726359
2021-04-11;1767;3492;0;1761.0;9728126
2021-04-11;3669;2010;0;1902.0;9731795
2021-04-11;1296;429;0;-2373.0;9733091
2021-04-11;489;153;0;-807.0;9733580
2021-04-11;2047;800;0;1558.0;9735627
2021-04-11;2;0;0;-2045.0;9735629
2021-04-11;3000;1254;0;2998.0;9738629
2021-04-11;1590;2790;0;-1410.0;9740219
2021-04-11;0;0;0;-1590.0;9740219
2021-04-11;14;8;0;14.0;9740233
2021-04-12;3446;989;0;3432.0;9743679
2021-04-12;18285;4545;0;14839.0;9761964
2021-04-12;104528;53806;0;86243.0;9866492
2021-04-12;13707;2699;0;-90821.0;9880199
2021-04-12;4;0;0;-13703.0;9880203
2021-04-12;7478;13032;0;7474.0;9887681
2021-04-12;27956;8629;0;20478.0;9915637
2021-04-12;0;0;0;-27956.0;9915637
2021-04-12;1233;394;0;1233.0;9916870
2021-04-12;16859;3529;0;15626.0;9933729
2021-04-12;35;14;0;-16824.0;9933764
2021-04-12;5597;1539;0;5562.0;9939361
2021-04-12;8738;18085;0;3141.0;9948099
2021-04-12;1190;350;0;-7548.0;9949289
2021-04-12;0;1;0;-1190.0;9949289
2021-04-13;20910;3772;0;20910.0;9970199
2021-04-13;8;0;0;-20902.0;9970207
2021-04-13;1491;397;0;1483.0;9971698
2021-04-13;2;1;0;-1489.0;9971700
2021-04-13;32113;10383;0;32111.0;10003813
2021-04-13;11067;21467;0;-21046.0;10014880
2021-04-13;8579;15554;0;-2488.0;10023459
2021-04-13;1665;565;0;-6914.0;10025124
2021-04-13;1;0;0;-1664.0;10025125
2021-04-13;25676;6259;0;25675.0;10050801
2021-04-13;4470;1506;0;-21206.0;10055271
2021-04-13;137155;66844;0;132685.0;10192426
2021-04-13;7120;2153;0;-130035.0;10199546
2021-04-13;23999;4766;0;16879.0;10223545
2021-04-13;54;21;0;-23945.0;10223599
2021-04-14;5;0;0;-49.0;10223604
2021-04-14;1679;556;0;1674.0;10225283
2021-04-14;4555;1480;0;2876.0;10229838
2021-04-14;10;2;0;-4545.0;10229848
2021-04-14;8120;14703;0;8110.0;10237968
2021-04-14;10372;20372;0;2252.0;10248340
2021-04-14;1702;485;0;-8670.0;10250042
2021-04-14;7400;2223;0;5698.0;10257442
2021-04-14;1;0;0;-7399.0;10257443
2021-04-14;27674;10508;0;27673.0;10285117
2021-04-14;23101;6012;0;-4573.0;10308218
2021-04-14;128256;64672;0;105155.0;10436474
2021-04-14;58;15;0;-128198.0;10436532
2021-04-14;23849;4673;0;23791.0;10460381
2021-04-14;19730;3643;0;-4119.0;10480111
2021-04-15;1667;565;0;-18063.0;10481778
2021-04-15;25292;4254;0;23625.0;10507070
2021-04-15;29099;7115;0;3807.0;10536169
2021-04-15;148094;70237;0;118995.0;10684263
2021-04-15;3;0;0;-148091.0;10684266
2021-04-15;28597;5689;0;28594.0;10712863
2021-04-15;8472;15184;0;-20125.0;10721335
2021-04-15;7825;2697;0;-647.0;10729160
2021-04-15;28802;11425;0;20977.0;10757962
2021-04-15;5100;1732;0;-23702.0;10763062
2021-04-15;1879;651;0;-3221.0;10764941
2021-04-15;11281;20911;0;9402.0;10776222
2021-04-15;3;1;0;-11278.0;10776225
2021-04-15;5;0;0;2.0;10776230
2021-04-15;69;13;0;64.0;10776299
2021-04-16;6911;2796;0;6842.0;10783210
2021-04-16;33676;7172;0;26765.0;10816886
2021-04-16;151509;67831;0;117833.0;10968395
2021-04-16;24447;11393;0;-127062.0;10992842
2021-04-16;1;0;0;-24446.0;10992843
2021-04-16;4406;1842;0;4405.0;10997249
2021-04-16;7198;13742;0;2792.0;11004447
2021-04-16;56;16;0;-7142.0;11004503
2021-04-16;7;2;0;-49.0;11004510
2021-04-16;9658;19221;0;9651.0;11014168
2021-04-16;1550;578;0;-8108.0;11015718
2021-04-16;1557;650;0;7.0;11017275
2021-04-16;4;0;0;-1553.0;11017279
2021-04-16;30851;4512;0;30847.0;11048130
2021-04-16;31186;5907;0;335.0;11079316
2021-04-17;2408;1025;0;-28778.0;11081724
2021-04-17;84610;41416;0;82202.0;11166334
2021-04-17;18102;3552;0;-66508.0;11184436
2021-04-17;20056;4652;0;1954.0;11204492
2021-04-17;825;334;0;-19231.0;11205317
2021-04-17;18305;5133;0;17480.0;11223622
2021-04-17;38;22;0;-18267.0;11223660
2021-04-17;1;1;0;-37.0;11223661
2021-04-17;3495;7013;0;3494.0;11227156
2021-04-17;4;0;0;-3491.0;11227160
2021-04-17;755;310;0;751.0;11227915
2021-04-17;0;1;0;-755.0;11227915
2021-04-17;4173;1897;0;4173.0;11232088
2021-04-17;4461;9707;0;288.0;11236549
2021-04-17;11987;7769;0;7526.0;11248536
2021-04-18;951;2910;0;-11036.0;11249487
2021-04-18;1;0;0;-950.0;11249488
2021-04-18;5118;1594;0;5117.0;11254606
2021-04-18;4;0;0;-5114.0;11254610
2021-04-18;973;606;0;969.0;11255583
2021-04-18;1569;932;0;596.0;11257152
2021-04-18;2613;3246;0;1044.0;11259765
2021-04-18;5855;2241;0;3242.0;11265620
2021-04-18;1;0;0;-5854.0;11265621
2021-04-18;23159;16294;0;23158.0;11288780
2021-04-18;19;2;0;-23140.0;11288799
2021-04-18;800;2024;0;781.0;11289599
2021-04-18;304;164;0;-496.0;11289903
2021-04-18;328;210;0;24.0;11290231
2021-04-18;4623;2365;0;4295.0;11294854
2021-04-19;1054;495;0;-3569.0;11295908
2021-04-19;15515;5226;0;14461.0;11311423
2021-04-19;1060;619;0;-14455.0;11312483
2021-04-19;4935;2394;0;3875.0;11317418
2021-04-19;3;0;0;-4932.0;11317421
2021-04-19;89335;62382;0;89332.0;11406756
2021-04-19;5216;16913;0;-84119.0;11411972
2021-04-19;2982;1568;0;-2234.0;11414954
2021-04-19;19294;4207;0;16312.0;11434248
2021-04-19;14570;11216;0;-4724.0;11448818
2021-04-19;7;1;0;-14563.0;11448825
2021-04-19;5;0;0;-2.0;11448830
2021-04-19;4258;12944;0;4253.0;11453088
2021-04-19;20404;6790;0;16146.0;11473492
2021-04-19;32;9;0;-20372.0;11473524
2021-04-20;43;21;0;11.0;11473567
2021-04-20;16857;13889;0;16814.0;11490424
2021-04-20;5095;15343;0;-11762.0;11495519
2021-04-20;1100;649;0;-3995.0;11496619
2021-04-20;1293;856;0;193.0;11497912
2021-04-20;26026;8279;0;24733.0;11523938
2021-04-20;3643;2175;0;-22383.0;11527581
2021-04-20;6504;20501;0;2861.0;11534085
2021-04-20;5851;3193;0;-653.0;11539936
2021-04-20;2;0;0;-5849.0;11539938
2021-04-20;112600;76828;0;112598.0;11652538
2021-04-20;21458;6733;0;-91142.0;11673996
2021-04-20;1;1;0;-21457.0;11673997
2021-04-20;8;1;0;7.0;11674005
2021-04-20;24719;5187;0;24711.0;11698724
2021-04-21;4956;13584;0;-19763.0;11703680
2021-04-21;12;2;0;-4944.0;11703692
2021-04-21;1;0;0;-11.0;11703693
2021-04-21;56;27;0;55.0;11703749
2021-04-21;24558;5284;0;24502.0;11728307
2021-04-21;111164;74642;0;86606.0;11839471
2021-04-21;1276;724;0;-109888.0;11840747
2021-04-21;24365;8104;0;23089.0;11865112
2021-04-21;6570;3538;0;-17795.0;11871682
2021-04-21;3885;2332;0;-2685.0;11875567
2021-04-21;15470;13828;0;11585.0;11891037
2021-04-21;1315;897;0;-14155.0;11892352
2021-04-21;3;0;0;-1312.0;11892355
2021-04-21;6387;19144;0;6384.0;11898742
2021-04-21;22310;7178;0;15923.0;11921052
2021-04-22;58;17;0;-22252.0;11921110
2021-04-22;1665;1182;0;1607.0;11922775
2021-04-22;1423;824;0;-242.0;11924198
2021-04-22;26838;8747;0;25415.0;11951036
2021-04-22;17739;15904;0;-9099.0;11968775
2021-04-22;5733;13821;0;-12006.0;11974508
2021-04-22;127435;82650;0;121702.0;12101943
2021-04-22;27090;6107;0;-100345.0;12129033
2021-04-22;7415;19347;0;-19675.0;12136448
2021-04-22;3;0;0;-7412.0;12136451
2021-04-22;7338;4498;0;7335.0;12143789
2021-04-22;27609;9046;0;20271.0;12171398
2021-04-22;4508;3155;0;-23101.0;12175906
2021-04-22;4;0;0;-4504.0;12175910
2021-04-22;12;2;0;8.0;12175922
2021-04-23;5283;12155;0;5271.0;12181205
2021-04-23;23;10;0;-5260.0;12181228
2021-04-23;7872;5089;0;7849.0;12189100
2021-04-23;29061;6252;0;21189.0;12218161
2021-04-23;1875;1354;0;-27186.0;12220036
2021-04-23;58;32;0;-1817.0;12220094
2021-04-23;133405;82569;0;133347.0;12353499
2021-04-23;27578;9016;0;-105827.0;12381077
2021-04-23;16190;17420;0;-11388.0;12397267
2021-04-23;6750;16819;0;-9440.0;12404017
2021-04-23;4;0;0;-6746.0;12404021
2021-04-23;1687;1152;0;1683.0;12405708
2021-04-23;32065;9656;0;30378.0;12437773
2021-04-23;4959;3614;0;-27106.0;12442732
2021-04-23;0;0;0;-4959.0;12442732
2021-04-24;86564;51494;0;86564.0;12529296
2021-04-24;2;0;0;-86562.0;12529298
2021-04-24;1010;611;0;1008.0;12530308
2021-04-24;20471;4487;0;19461.0;12550779
2021-04-24;3186;1916;0;-17285.0;12553965
2021-04-24;8717;13245;0;5531.0;12562682
2021-04-24;1094;658;0;-7623.0;12563776
2021-04-24;6;0;0;-1088.0;12563782
2021-04-24;2639;5934;0;2633.0;12566421
2021-04-24;5516;3149;0;2877.0;12571937
2021-04-24;38;18;0;-5478.0;12571975
2021-04-24;3373;8005;0;3335.0;12575348
2021-04-24;3;2;0;-3370.0;12575351
2021-04-24;23000;7495;0;22997.0;12598351
2021-04-24;17509;5974;0;-5491.0;12615860
2021-04-25;7855;2607;0;-9654.0;12623715
2021-04-25;523;318;0;-7332.0;12624238
2021-04-25;2877;5497;0;2354.0;12627115
2021-04-25;2;0;0;-2875.0;12627117
2021-04-25;3;0;0;1.0;12627120
2021-04-25;1480;799;0;1477.0;12628600
2021-04-25;522;306;0;-958.0;12629122
2021-04-25;0;0;0;-522.0;12629122
2021-04-25;31461;18035;0;31461.0;12660583
2021-04-25;7714;1608;0;-23747.0;12668297
2021-04-25;29;4;0;-7685.0;12668326
2021-04-25;6101;2225;0;6072.0;12674427
2021-04-25;968;1926;0;-5133.0;12675395
2021-04-25;856;1458;0;-112.0;12676251
2021-04-25;2531;1287;0;1675.0;12678782
2021-04-26;22406;8550;0;19875.0;12701188
2021-04-26;3304;2339;0;-19102.0;12704492
2021-04-26;1;0;0;-3303.0;12704493
2021-04-26;20017;8063;0;20016.0;12724510
2021-04-26;36;10;0;-19981.0;12724546
2021-04-26;5958;3557;0;5922.0;12730504
2021-04-26;3986;9207;0;-1972.0;12734490
2021-04-26;10;1;0;-3976.0;12734500
2021-04-26;23459;5652;0;23449.0;12757959
2021-04-26;1233;856;0;-22226.0;12759192
2021-04-26;98492;71675;0;97259.0;12857684
2021-04-26;1;0;0;-98491.0;12857685
2021-04-26;1162;716;0;1161.0;12858847
2021-04-26;12399;20845;0;11237.0;12871246
2021-04-26;4520;11879;0;-7879.0;12875766
2021-04-27;1574;1223;0;-2946.0;12877340
2021-04-27;4526;3038;0;2952.0;12881866
2021-04-27;3;0;0;-4523.0;12881869
2021-04-27;8092;4537;0;8089.0;12889961
2021-04-27;34;20;0;-8058.0;12889995
2021-04-27;13;3;0;-21.0;12890008
2021-04-27;29854;7620;0;29841.0;12919862
2021-04-27;1463;964;0;-28391.0;12921325
2021-04-27;28171;10744;0;26708.0;12949496
2021-04-27;3;0;0;-28168.0;12949499
2021-04-27;15329;24627;0;15326.0;12964828
2021-04-27;127546;87878;0;112217.0;13092374
2021-04-27;5994;13894;0;-121552.0;13098368
2021-04-27;4914;10585;0;-1080.0;13103282
2021-04-27;27576;10623;0;22662.0;13130858
2021-04-28;9462;5100;0;-18114.0;13140320
2021-04-28;5113;9156;0;-4349.0;13145433
2021-04-28;29831;7685;0;24718.0;13175264
2021-04-28;1;1;0;-29830.0;13175265
2021-04-28;132462;86049;1;132461.0;13307727
2021-04-28;27661;10360;0;-104801.0;13335388
2021-04-28;6318;13004;0;-21343.0;13341706
2021-04-28;5113;3249;0;-1205.0;13346819
2021-04-28;1729;1137;0;-3384.0;13348548
2021-04-28;1795;1366;0;66.0;13350343
2021-04-28;12;4;0;-1783.0;13350355
2021-04-28;30041;11538;0;30029.0;13380396
2021-04-28;72;23;0;-29969.0;13380468
2021-04-28;15312;23425;1;15240.0;13395780
2021-04-28;2;1;0;-15310.0;13395782
2021-04-29;67;21;0;65.0;13395849
2021-04-29;32370;11616;0;32303.0;13428219
2021-04-29;2122;1373;0;-30248.0;13430341
2021-04-29;0;0;0;-2122.0;13430341
2021-04-29;2389;1617;0;2389.0;13432730
2021-04-29;7602;13128;0;5213.0;13440332
2021-04-29;35004;10351;0;27402.0;13475336
2021-04-29;5985;9147;0;-29019.0;13481321
2021-04-29;0;0;0;-5985.0;13481321
2021-04-29;160782;96075;0;160782.0;13642103
2021-04-29;10;1;0;-160772.0;13642113
2021-04-29;6849;3962;0;6839.0;13648962
2021-04-29;38114;14804;0;31265.0;13687076
2021-04-29;12230;6098;0;-25884.0;13699306
2021-04-29;18040;23957;0;5810.0;13717346
2021-04-30;168862;94218;0;150822.0;13886208
2021-04-30;30950;11183;0;-137912.0;13917158
2021-04-30;1;0;0;-30949.0;13917159
2021-04-30;2423;1401;0;2422.0;13919582
2021-04-30;35981;11173;0;33558.0;13955563
2021-04-30;45745;17501;0;9764.0;14001308
2021-04-30;16330;21887;0;-29415.0;14017638
2021-04-30;7162;10743;0;-9168.0;14024800
2021-04-30;7863;4314;0;701.0;14032663
2021-04-30;2516;1676;0;-5347.0;14035179
2021-04-30;3;1;0;-2513.0;14035182
2021-04-30;84;30;0;81.0;14035266
2021-04-30;7;2;0;-77.0;14035273
2021-04-30;5671;7714;0;5664.0;14040944
2021-04-30;14126;6593;0;8455.0;14055070
2021-05-01;6249;1382;0;-7877.0;14061319
2021-05-01;11095;3577;0;4846.0;14072414
2021-05-01;9;0;0;-11086.0;14072423
2021-05-01;12;0;0;3.0;14072435
2021-05-01;1854;408;0;1842.0;14074289
2021-05-01;76425;27656;0;74571.0;14150714
2021-05-01;1;0;0;-76424.0;14150715
2021-05-01;71;9;0;70.0;14150786
2021-05-01;11428;2493;0;11357.0;14162214
2021-05-01;13859;3281;0;2431.0;14176073
2021-05-01;2001;464;0;-11858.0;14178074
2021-05-01;1667;1727;0;-334.0;14179741
2021-05-01;21079;5439;0;19412.0;14200820
2021-05-01;1998;2124;0;-19081.0;14202818
2021-05-01;5102;6752;0;3104.0;14207920
2021-05-02;44;12;0;-5058.0;14207964
2021-05-02;6872;1913;0;6828.0;14214836
2021-05-02;2;0;0;-6870.0;14214838
2021-05-02;8022;1675;0;8020.0;14222860
2021-05-02;759;1152;0;-7263.0;14223619
2021-05-02;1;0;0;-758.0;14223620
2021-05-02;42547;18810;0;42546.0;14266167
2021-05-02;5183;2331;0;-37364.0;14271350
2021-05-02;1316;331;0;-3867.0;14272666
2021-05-02;11381;3580;0;10065.0;14284047
2021-05-02;2428;5098;0;-8953.0;14286475
2021-05-02;3;0;0;-2425.0;14286478
2021-05-02;1245;354;0;1242.0;14287723
2021-05-02;904;1405;0;-341.0;14288627
2021-05-02;4387;959;0;3483.0;14293014
2021-05-03;11119;22830;0;6732.0;14304133
2021-05-03;103;25;0;-11016.0;14304236
2021-05-03;24887;7465;0;24784.0;14329123
2021-05-03;4497;7761;0;-20390.0;14333620
2021-05-03;3814;6633;0;-683.0;14337434
2021-05-03;9;0;0;-3805.0;14337443
2021-05-03;30831;12120;0;30822.0;14368274
2021-05-03;19996;5874;0;-10835.0;14388270
2021-05-03;134094;78918;0;114098.0;14522364
2021-05-03;2929;1391;0;-131165.0;14525293
2021-05-03;5;3;0;-2924.0;14525298
2021-05-03;3;0;0;-2.0;14525301
2021-05-03;10756;3937;0;10753.0;14536057
2021-05-03;3315;1498;0;-7441.0;14539372
2021-05-03;21830;9381;0;18515.0;14561202
2021-05-04;3984;8915;0;-17846.0;14565186
2021-05-04;25543;10644;0;21559.0;14590729
2021-05-04;22394;12773;0;-3149.0;14613123
2021-05-04;11715;30863;0;-10679.0;14624838
2021-05-04;79;43;0;-11636.0;14624917
2021-05-04;16;7;0;-63.0;14624933
2021-05-04;35088;16047;0;35072.0;14660021
2021-05-04;4775;10983;0;-30313.0;14664796
